50, 0.03228181249309824, 877, 26290
60, 0.04398473589074111, 876, 19040
70, 0.05468164794007491, 876, 15144
80, 0.0675310642895732, 875, 12082
90, 0.08714727290856517, 874, 9155
100, 0.10459550023934897, 874, 7482
110, 0.1234986576232867, 874, 6203
120, 0.15255716529935417, 874, 4855
130, 0.17706645056726095, 874, 4062
140, 0.20278745644599303, 873, 3432
150, 0.24202938730246742, 873, 2734
160, 0.2712022367194781, 873, 2346
170, 0.30024129610479144, 871, 2030
180, 0.3433663366336634, 867, 1658
190, 0.3737548722390645, 863, 1446
200, 0.40450492726419524, 862, 1269
210, 0.44939695857367595, 857, 1050
220, 0.47853107344632767, 847, 923
230, 0.5102781136638452, 844, 810
240, 0.5492772667542707, 836, 686
250, 0.5825174825174825, 833, 597
260, 0.6024709302325582, 829, 547
270, 0.6335403726708074, 816, 472
280, 0.65642683912692, 812, 425
290, 0.6767932489451477, 802, 383
300, 0.7015845070422535, 797, 339
310, 0.7246777163904236, 787, 299
320, 0.7402843601895734, 781, 274
330, 0.7620927936821322, 772, 241
340, 0.7836734693877551, 768, 212
350, 0.8020942408376963, 766, 189
360, 0.8244274809160306, 756, 161
370, 0.8372615039281706, 746, 145
380, 0.8489702517162472, 742, 132
390, 0.8647058823529412, 735, 115
400, 0.8689903846153846, 723, 109
410, 0.8785276073619632, 716, 99
420, 0.8897243107769424, 710, 88
430, 0.8989769820971867, 703, 79
440, 0.905440414507772, 699, 73
450, 0.9095744680851063, 684, 68
460, 0.9183673469387755, 675, 60
470, 0.9203296703296703, 670, 58
480, 0.924822695035461, 652, 53
490, 0.930835734870317, 646, 48
500, 0.9370424597364568, 640, 43
510, 0.9446107784431138, 631, 37
520, 0.9455370650529501, 625, 36
530, 0.9493865030674846, 619, 33
540, 0.9529780564263323, 608, 30
550, 0.9553429027113237, 599, 28
560, 0.9577235772357724, 589, 26
570, 0.961730449251248, 578, 23
580, 0.9629005059021922, 571, 22
590, 0.9623931623931624, 563, 22
600, 0.9669565217391304, 556, 19
610, 0.9715302491103203, 546, 16
620, 0.9711191335740073, 538, 16
630, 0.975925925925926, 527, 13
640, 0.975609756097561, 520, 13
650, 0.9753787878787878, 515, 13
660, 0.975, 507, 13
670, 0.9766081871345029, 501, 12
680, 0.9763779527559056, 496, 12
690, 0.9798387096774194, 486, 10
700, 0.9796334012219959, 481, 10
710, 0.9794238683127572, 476, 10
720, 0.9789473684210527, 465, 10
730, 0.9788135593220338, 462, 10
740, 0.9804772234273319, 452, 9
750, 0.9801762114537445, 445, 9
760, 0.9821029082774049, 439, 8
770, 0.9840546697038725, 432, 7
780, 0.9837962962962963, 425, 7
790, 0.9835294117647059, 418, 7
800, 0.9832535885167464, 411, 7
810, 0.9877149877149877, 402, 5
820, 0.9875621890547264, 397, 5
830, 0.9874686716791979, 394, 5
840, 0.9872773536895675, 388, 5
850, 0.9870466321243523, 381, 5
860, 0.9868766404199475, 376, 5
870, 0.9867021276595744, 371, 5
880, 0.9864864864864865, 365, 5
890, 0.989041095890411, 361, 4
900, 0.9887323943661972, 351, 4
910, 0.9913544668587896, 344, 3
920, 0.9912790697674418, 341, 3
930, 0.9911504424778761, 336, 3
940, 0.9910179640718563, 331, 3
950, 0.99079754601227, 323, 3
960, 0.9905660377358491, 315, 3
970, 0.990506329113924, 313, 3
980, 0.9904458598726115, 311, 3
990, 0.9935064935064936, 306, 2
1000, 0.9933333333333333, 298, 2
1010, 0.9931972789115646, 292, 2
1020, 0.9930313588850174, 285, 2
1030, 0.9929078014184397, 280, 2
1040, 0.9928057553956835, 276, 2
1050, 0.9925650557620818, 267, 2
1060, 0.9923371647509579, 259, 2
1070, 0.9920634920634921, 250, 2
1080, 0.9917695473251029, 241, 2
1090, 0.991701244813278, 239, 2
1100, 0.9915254237288136, 234, 2
1110, 0.9912280701754386, 226, 2
1120, 0.9910313901345291, 221, 2
1130, 0.9908675799086758, 217, 2
1140, 0.9906103286384976, 211, 2
1150, 0.9904761904761905, 208, 2
1160, 0.9902912621359223, 204, 2
1170, 0.9901960784313726, 202, 2
1180, 0.9900497512437811, 199, 2
1190, 0.9897435897435898, 193, 2
1200, 0.9893048128342246, 185, 2
1210, 0.9891891891891892, 183, 2
1220, 0.988950276243094, 179, 2
1230, 0.9883040935672515, 169, 2
1240, 0.9882352941176471, 168, 2
1250, 0.9878048780487805, 162, 2
1260, 0.9874213836477987, 157, 2
1270, 0.9872611464968153, 155, 2
1280, 0.9871794871794872, 154, 2
1290, 0.9865771812080537, 147, 2
1300, 0.9863013698630136, 144, 2
1310, 0.9858156028368794, 139, 2
1320, 0.9852941176470589, 134, 2
1330, 0.9850746268656716, 132, 2
1340, 0.9849624060150376, 131, 2
1350, 0.9844961240310077, 127, 2
1360, 0.983739837398374, 121, 2
1370, 0.9836065573770492, 120, 2
1380, 0.9836065573770492, 120, 2
1390, 0.9831932773109243, 117, 2
1400, 0.9830508474576272, 116, 2
1410, 0.9829059829059829, 115, 2
1420, 0.9824561403508771, 112, 2
1430, 0.9818181818181818, 108, 2
1440, 0.9809523809523809, 103, 2
1450, 0.9805825242718447, 101, 2
1460, 0.9805825242718447, 101, 2
1470, 0.98, 98, 2
1480, 0.98, 98, 2
1490, 0.979381443298969, 95, 2
